"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"1090",7536,"Netherlands",21,0.128688434,2635.052143,190.1428571,18.779,508.544,19.17,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1091",3732,"France",16,0.128640637,2197.055714,3955.285714,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1092",7537,"Netherlands",22,0.12816709,2704.862429,153.1428571,18.779,508.544,21.142,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1093",1003,"Belgium",33,0.128149104,6663.372286,555.5714286,18.571,375.564,171.8851429,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1094",5223,"Italy",15,0.127825874,2511.435143,3843.142857,23.021,205.859,15.76428571,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1096",3748,"France",32,0.127450291,3522.943,1705.714286,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1098",11491,"United Kingdom",34,0.127148652,4786.164143,1092,18.517,272.898,135.4571429,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1099",7534,"Netherlands",19,0.12713672,2473.637,271,18.779,508.544,15.587,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1100",7538,"Netherlands",23,0.12672914,2768.616571,179.5714286,18.779,508.544,24.575,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1101",11472,"United Kingdom",15,0.126558285,1321.200714,4305.857143,18.517,272.898,4.887857143,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1108",5245,"Italy",37,0.12448011,4738.502714,1405.285714,23.021,205.859,161.0121429,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1109",7539,"Netherlands",24,0.12444749,2842.544571,169.4285714,18.779,508.544,28.289,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1110",11492,"United Kingdom",35,0.124047565,4914.368,1370.571429,18.517,272.898,152.6777143,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1111",7533,"Netherlands",18,0.123413898,2345.496143,382,18.779,508.544,13.898,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1114",1004,"Belgium",34,0.122977446,6981.696857,507.1428571,18.571,375.564,183.4995714,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1115",7581,"Netherlands",25,0.122830708,2893.895571,90.71428571,18.779,508.544,32.105,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1116",5222,"Italy",14,0.122810558,2052.562429,4256.285714,23.021,205.859,10.81085714,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1118",7541,"Netherlands",26,0.121805388,2927.336571,79,18.779,508.544,35.84,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1120",7542,"Netherlands",27,0.121043246,2955.104429,60.57142857,18.779,508.544,39.896,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1122",5246,"Italy",38,0.1204412,4909.283143,1558.142857,23.021,205.859,171.0568571,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1124",7543,"Netherlands",28,0.120332148,2978.662857,65,18.779,508.544,44.515,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1127",11493,"United Kingdom",36,0.119870835,5093.149286,2217,18.517,272.898,170.4835714,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1129",3749,"France",33,0.11970926,3761.792857,2453.142857,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1131",10032,"Spain",20,0.119305761,4930.842857,572.4285714,19.436,93.105,41.061,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1132",10033,"Spain",21,0.119189923,5021.559429,603.1428571,19.436,93.105,47.524,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1135",7544,"Netherlands",29,0.118723536,3019.158,135,18.779,508.544,49.743,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1138",10031,"Spain",19,0.117974732,4792.005143,1243,19.436,93.105,34.767,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1141",7532,"Netherlands",17,0.117574672,2164.166143,613.5714286,18.779,508.544,12.212,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1143",1005,"Belgium",35,0.117175763,7256.202429,434.2857143,18.571,375.564,195.7545714,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1146",5247,"Italy",39,0.116332724,5100.769714,1730.571429,23.021,205.859,181.7801429,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1147",7545,"Netherlands",30,0.116183599,3088.593857,191.4285714,18.779,508.544,56.366,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1148",986,"Belgium",15,0.115992128,2387.753143,1275,18.571,375.564,12.23928571,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1149",10030,"Spain",18,0.115503162,4623.715857,1222.285714,19.436,93.105,28.904,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1153",10038,"Spain",26,0.114146453,5311.337143,359.8571429,19.436,93.105,74.235,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1155",10037,"Spain",25,0.11381456,5259.490571,346.2857143,19.436,93.105,70.39,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1159",10034,"Spain",22,0.113624728,5106.729429,524.7142857,19.436,93.105,54.257,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1160",11494,"United Kingdom",37,0.1136047,5384.871857,3105.428571,18.517,272.898,191.2308571,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1162",10052,"Spain",27,0.113181295,5364.387571,408.4285714,19.436,93.105,77.964,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1163",1006,"Belgium",36,0.112985246,7537.254143,522,18.571,375.564,209.5024286,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1164",7531,"Netherlands",16,0.112933401,1836.984714,962.4285714,18.779,508.544,9.976,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1165",10035,"Spain",23,0.112489281,5160.214,290.5714286,19.436,93.105,60.389,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1167",7546,"Netherlands",31,0.112093953,3204.581,376,18.779,508.544,63.471,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1169",10040,"Spain",28,0.111708862,5439.411429,641.2857143,19.436,93.105,82.355,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1170",5249,"Italy",40,0.111508477,5343.717571,2464.571429,23.021,205.859,193.156,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1171",10036,"Spain",24,0.111464244,5208.069143,337.4285714,19.436,93.105,65.498,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1173",3706,"France",34,0.110130106,4103.947571,3902.714286,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1174",10029,"Spain",17,0.109630358,4456.315857,942.1428571,19.436,93.105,22.152,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1179",10041,"Spain",29,0.108831479,5586.955857,1367.857143,19.436,93.105,87.146,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1181",5221,"Italy",13,0.108362095,1512.557714,5230.857143,23.021,205.859,6.975142857,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1184",7530,"Netherlands",15,0.107858824,1417.841,1124.428571,18.779,508.544,7.641,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1187",1007,"Belgium",37,0.107420716,7943.744,807.7142857,18.571,375.564,227.021,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1192",11495,"United Kingdom",38,0.106554998,5759.690286,4198.285714,18.517,272.898,214.6194286,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1200",7547,"Netherlands",32,0.105232412,3417.788429,587.4285714,18.779,508.544,70.346,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1204",10028,"Spain",16,0.104346849,4120.266286,4519.571429,19.436,93.105,NA,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1207",10042,"Spain",30,0.103986675,5850.475429,2059.428571,19.436,93.105,92.994,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1209",5250,"Italy",41,0.103546239,5787.383571,5029.142857,23.021,205.859,205.9564286,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1215",10027,"Spain",15,0.102323087,3460.134571,4371.285714,19.436,93.105,19.9,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1226",1008,"Belgium",38,0.098781389,8661.006143,1490.142857,18.571,375.564,248.5122857,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1227",3694,"France",35,0.098755504,4595.149857,5456.714286,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1231",10043,"Spain",31,0.098000001,6214.555571,3172,19.436,93.105,99.529,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1235",11496,"United Kingdom",39,0.097651252,6318.048286,6095.857143,18.517,272.898,238.1728571,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1237",7548,"Netherlands",33,0.09716767,3711.353857,738.4285714,18.779,508.544,77.413,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1240",7529,"Netherlands",14,0.09632475,978.4408571,1006,18.779,508.544,5.372,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1247",10039,"Spain",14,0.094816313,2664.331,6574.142857,19.436,93.105,NA,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1314",7549,"Netherlands",34,0.091503424,3960.057,589,18.779,508.544,86.812,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1323",5251,"Italy",42,0.090776063,6675.345286,9854.571429,23.021,205.859,221.4512857,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1326",10044,"Spain",32,0.090453585,6748.743429,3399.714286,19.436,93.105,106.619,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1333",5233,"Italy",12,0.089773875,874.6148571,5381.428571,23.021,205.859,3.831714286,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1340",1009,"Belgium",39,0.088917012,9653.891286,1698.428571,18.571,375.564,270.3928571,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1341",11471,"United Kingdom",14,0.088849108,846.9202857,4772.714286,18.517,272.898,3.407857143,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1356",11497,"United Kingdom",40,0.086823938,7179.137857,12007.14286,18.517,272.898,261.9301429,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1358",7550,"Netherlands",35,0.086690451,4198.960714,588.4285714,18.779,508.544,97.594,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1360",3695,"France",36,0.086461128,5267.331286,7097.571429,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1368",1894,"Canada",22,0.085390253,2410.230143,784.1428571,16.984,4.037,42.38471429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1371",1895,"Canada",23,0.085150469,2534.605429,597.5714286,16.984,4.037,49.20042857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1377",1896,"Canada",24,0.084683021,2624.092143,406.7142857,16.984,4.037,56.34814286,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1381",1893,"Canada",21,0.08442769,2250.575714,1045.571429,16.984,4.037,36.54585714,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1383",1892,"Canada",20,0.084118356,2043.359286,1157.142857,16.984,4.037,31.32328571,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1384",1897,"Canada",25,0.083870261,2694.886714,383.7142857,16.984,4.037,64.34628571,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1387",3719,"France",7,0.083333333,0.171571429,0.142857143,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1388",1898,"Canada",26,0.083232696,2758.874,331.7142857,16.984,4.037,72.31142857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1393",10045,"Spain",33,0.082912144,7392.155429,5369.142857,19.436,93.105,114.821,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1395",1899,"Canada",27,0.082330255,2813.854571,277.7142857,16.984,4.037,80.41871429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1400",1891,"Canada",19,0.081642522,1826.375286,1283.285714,16.984,4.037,25.45285714,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1402",3768,"France",8,0.081632653,0.182142857,0.285714286,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1405",7551,"Netherlands",36,0.081443893,4487.476571,855.7142857,18.779,508.544,108.353,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1406",10025,"Spain",13,0.081419891,1559.347,8005.428571,19.436,93.105,NA,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1407",1900,"Canada",28,0.08130166,2869.375571,339.8571429,16.984,4.037,88.07142857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1417",1901,"Canada",29,0.079780757,2942.782,447.8571429,16.984,4.037,97.02571429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1421",997,"Belgium",40,0.07935723,10906.75357,2453.714286,18.571,375.564,292.6072857,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1428",1874,"Canada",30,0.077749623,3033.143286,478.7142857,16.984,4.037,106.8945714,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1437",1873,"Canada",31,0.076206351,3111.758143,402.8571429,16.984,4.037,117.1941429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1441",1890,"Canada",18,0.075780105,1570.032571,1543.285714,16.984,4.037,19.89342857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1449",3696,"France",37,0.075175196,6095.548143,8531.142857,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1463",1851,"Canada",32,0.07484683,3181.325714,373.2857143,16.984,4.037,127.1625714,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1470",7552,"Netherlands",37,0.074332704,4932.325143,1268.714286,18.779,508.544,119.878,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1472",10046,"Spain",34,0.0741874,8327.588143,6908.142857,19.436,93.105,125.145,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1476",5252,"Italy",43,0.074041569,8372.770857,18618.42857,23.021,205.859,239.6911429,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1484",1849,"Canada",33,0.073600276,3248.187429,380.7142857,16.984,4.037,137.376,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1502",11498,"United Kingdom",41,0.072464234,8687.899857,14989.85714,18.517,272.898,287.231,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1505",982,"Belgium",14,0.072360153,1562.295714,1345.571429,18.571,375.564,7.952857143,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1506",1850,"Canada",34,0.072286807,3322.250429,406,16.984,4.037,147.8378571,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1513",5220,"Italy",11,0.07186534,356.448,3051,23.021,205.859,1.839571429,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1525",1863,"Canada",35,0.070800221,3406.855143,515.2857143,16.984,4.037,158.1261429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1559",1854,"Canada",36,0.068910545,3510.410571,634.4285714,16.984,4.037,169.1985714,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1572",5116,"Ireland",27,0.068214531,5119.475857,9.285714286,13.928,69.874,91.08457143,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1574",5119,"Ireland",30,0.068131754,5190.920143,18.14285714,13.928,69.874,120.4394286,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1576",5117,"Ireland",28,0.068114263,5138.799143,18.85714286,13.928,69.874,100.456,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1577",5115,"Ireland",26,0.068096722,5103.908571,11.71428571,13.928,69.874,84.03628571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1578",5118,"Ireland",29,0.068045265,5165.920429,18.85714286,13.928,69.874,110.5338571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1587",5114,"Ireland",25,0.067599108,5091.437143,8.142857143,13.928,69.874,79.98671429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1590",5120,"Ireland",31,0.067529997,5239.801571,46.28571429,13.928,69.874,127.5784286,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1594",5113,"Ireland",24,0.067406107,5073.690857,17,13.928,69.874,76.20057143,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1601",7528,"Netherlands",13,0.066867605,563.8887143,1012.428571,18.779,508.544,3.678,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1608",1866,"Canada",37,0.066615434,3642.997,784.5714286,16.984,4.037,181.0542857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1609",5121,"Ireland",32,0.066601077,5334.525429,78.28571429,13.928,69.874,132.8975714,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1611",5112,"Ireland",23,0.066529291,5052.188857,21.28571429,13.928,69.874,72.265,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1623",5111,"Ireland",22,0.066026062,5004.740857,47.28571429,13.928,69.874,68.29614286,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1626",1861,"Canada",17,0.065982165,1273.843714,1709,16.984,4.037,14.69671429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1633",1026,"Belgium",41,0.065757597,13371.03,5564.142857,18.571,375.564,318.323,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"1634",7553,"Netherlands",38,0.065670628,5613.806429,2024.428571,18.779,508.544,131.722,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1636",10047,"Spain",35,0.065627399,9477.044286,8345.714286,19.436,93.105,137.266,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1643",5122,"Ireland",33,0.065359721,5447.827143,99.71428571,13.928,69.874,142.0281429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1647",3697,"France",38,0.065315034,7096.172429,10494,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1649",5110,"Ireland",21,0.065043712,4927.304714,69.14285714,13.928,69.874,63.11071429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1684",1867,"Canada",38,0.063807552,3823.193429,1147.571429,16.984,4.037,195.6588571,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1686",5109,"Ireland",20,0.063796863,4810.591143,144.1428571,13.928,69.874,56.45971429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1688",5123,"Ireland",34,0.063716778,5595.474857,100.2857143,13.928,69.874,153.2688571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1703",5108,"Ireland",19,0.063177441,4567.244857,179.8571429,13.928,69.874,48.35285714,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1741",5124,"Ireland",35,0.061978285,5754.246429,117.7142857,13.928,69.874,164.8192857,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1752",3729,"France",13,0.061764377,555.1181429,4272.714286,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1758",11499,"United Kingdom",42,0.061596836,10407.87743,18254.14286,18.517,272.898,314.1002857,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"1797",5107,"Ireland",18,0.060294097,4246.949714,300.8571429,13.928,69.874,37.81514286,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1800",5125,"Ireland",36,0.060195698,5925.489143,150.7142857,13.928,69.874,177.9307143,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1801",1868,"Canada",39,0.060193101,4078.181571,1584.285714,16.984,4.037,211.9941429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1869",10048,"Spain",36,0.058444908,10772.97814,9077.142857,19.436,93.105,150.663,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1898",5126,"Ireland",37,0.057914051,6179.729714,209.8571429,13.928,69.874,192.5047143,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"1921",5253,"Italy",44,0.057442644,11203.33014,27864.42857,23.021,205.859,260.8218571,35220.084,NA,56.2,1.05,"ITA","Europe",19.9,0
"1959",1870,"Canada",40,0.056461179,4429.193143,2056.285714,16.984,4.037,229.7861429,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"1962",3698,"France",39,0.056428778,8326.142143,11772,19.718,122.578,NA,38605.671,NA,68.2,1.18,"FRA","Europe",21.6,0
"1963",7554,"Netherlands",39,0.05638992,6623.043143,2825.142857,18.779,508.544,144.302,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"1968",10024,"Spain",12,0.056293909,554.5135714,4019.571429,19.436,93.105,NA,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"1979",2211,"China",17,0.055901009,57.37928571,11.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1981",2225,"China",18,0.05587265,57.41571429,3.571428571,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1982",2185,"China",19,0.055854176,57.43485714,6.142857143,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1983",2199,"China",20,0.055831448,57.46514286,5.285714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1984",2178,"China",21,0.05581634,57.486,4.285714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1986",2179,"China",22,0.055796082,57.50685714,4.285714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1988",2176,"China",23,0.05577766,57.526,3.285714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1990",2177,"China",24,0.055705771,57.60014286,31.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1993",2218,"China",25,0.05555567,57.75585714,23.71428571,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1997",2219,"China",26,0.055469303,57.84571429,14.85714286,10.641,147.674,62.318,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1998",2220,"China",27,0.055431949,57.88471429,5.428571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"1999",2221,"China",28,0.055404682,57.91328571,5.571428571,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2000",2222,"China",29,0.055360909,57.959,13.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2008",2223,"China",30,0.055230166,58.09614286,50.85714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2018",5071,"Ireland",38,0.054971191,6540.334143,270.7142857,13.928,69.874,209.2878571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"2020",1860,"Canada",16,0.054916669,950.174,1824.428571,16.984,4.037,10.62842857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"2021",2224,"China",31,0.054897492,58.44814286,61.57142857,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2032",2238,"China",32,0.054725457,58.63185714,34.28571429,10.641,147.674,110.787,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2036",2212,"China",33,0.054599607,58.76714286,22.42857143,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2039",2187,"China",34,0.054520587,58.85228571,15.42857143,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2041",2188,"China",35,0.054466114,58.91114286,9.857142857,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2042",2189,"China",36,0.054411754,58.97,11.57142857,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2043",2230,"China",37,0.054370439,59.01485714,9.714285714,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2044",2231,"China",38,0.054312906,59.07742857,13.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2046",2232,"China",39,0.054261848,59.13285714,13.71428571,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2049",2234,"China",40,0.054200376,59.20014286,12.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2052",2235,"China",41,0.054133718,59.27285714,17.42857143,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2055",2254,"China",42,0.054061088,59.35271429,14.85714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2056",2252,"China",43,0.0539848,59.43628571,21.85714286,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"2062",2250,"China",44,0.053854672,59.58,31.28571429,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
